PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
1944,32.5951315,129.2959713,0.22,-267.544,-7.444,1,4929,33,99
1945,32.5951282,129.2959713,0.22,-268.544,-7.444,1,4929,33,99
1946,32.595125,129.2959713,0.22,-269.544,-7.444,1,4929,33,99
1947,32.5951217,129.2959713,0.22,-270.544,-7.444,1,4929,33,99
1948,32.5951185,129.2959713,0.22,-271.544,-7.444,1,4929,33,99
1949,32.5951152,129.2959713,0.22,-272.544,-7.444,1,4929,33,99
1950,32.595112,129.2959713,0.22,-273.544,-7.444,1,4929,33,99
1951,32.5951087,129.2959713,0.22,-274.544,-7.444,1,4929,33,99
1952,32.5951055,129.2959713,0.22,-275.544,-7.444,1,4929,33,99
1953,32.5951022,129.2959713,0.22,-276.544,-7.444,1,4929,33,99
1954,32.595099,129.2959713,0.22,-277.544,-7.444,1,4929,33,99
1955,32.5950957,129.2959713,0.22,-278.544,-7.444,1,4929,33,99
1956,32.5950925,129.2959713,0.22,-279.544,-7.444,1,4929,33,99
1957,32.5950893,129.2959713,0.22,-280.544,-7.444,1,4929,33,99
1958,32.595086,129.2959713,0.22,-281.544,-7.444,1,4929,33,99
1959,32.5950828,129.2959713,0.22,-282.544,-7.444,1,4929,33,99
1960,32.5950795,129.2959713,0.22,-283.544,-7.444,1,4929,33,99
1961,32.5950763,129.2959713,0.22,-284.544,-7.444,1,4929,33,99
1962,32.595073,129.2959713,0.22,-285.544,-7.444,1,4929,33,99
1963,32.5950698,129.2959713,0.22,-286.544,-7.444,1,4929,33,99
1964,32.5950665,129.2959713,0.22,-287.544,-7.444,1,4929,33,99
1965,32.5950633,129.2959713,0.22,-288.544,-7.444,1,4929,33,99
1966,32.59506,129.2959713,0.22,-289.544,-7.444,1,4929,33,99
1967,32.5950568,129.2959713,0.22,-290.544,-7.444,1,4929,33,99
1968,32.5950535,129.2959713,0.22,-291.544,-7.444,1,4929,33,99
1969,32.5950503,129.2959713,0.22,-292.544,-7.444,1,4929,33,99
1970,32.595047,129.2959713,0.22,-293.544,-7.444,1,4929,33,99
1971,32.5950438,129.2959713,0.22,-294.544,-7.444,1,4929,33,99
1972,32.5950406,129.2959713,0.22,-295.52,-7.444,1,4929,33,99
1973,32.5950371,129.2959717,0.22,-296.601,-7.339,1,4929,33,99
1974,32.5950336,129.2959726,0.22,-297.682,-7.103,1,4929,33,99
1975,32.5950296,129.2959743,0.22,-298.921,-6.683,1,4929,33,99
1976,32.5950258,129.2959762,0.22,-300.081,-6.184,1,4929,33,99
1977,32.5950215,129.2959789,0.22,-301.399,-5.475,1,4929,33,99
1978,32.5950174,129.2959814,0.22,-302.664,-4.819,1,4929,33,99
1979,32.5950144,129.2959845,0.22,-303.613,-4.031,1,4929,33,99
1980,32.595012,129.2959882,0.22,-304.352,-3.059,1,4929,33,99
1981,32.5950102,129.2959924,0.22,-304.907,-1.982,1,4929,33,99
1982,32.5950088,129.2959963,0.22,-305.33,-0.958,1,4929,33,99
1983,32.5950075,129.3000005,0.22,-305.727,0.119,1,4929,34,90
1984,32.5950063,129.3000048,0.22,-306.098,1.249,1,4929,34,90
1985,32.5950051,129.3000092,0.22,-306.469,2.379,1,4929,34,90
1986,32.5950043,129.3000139,0.22,-306.708,3.614,1,4929,34,90
1987,32.5950038,129.3000195,0.22,-306.869,5.06,1,4929,34,90
1988,32.5950191,129.3001944,0.22,-302.149,50.45,1,4929,34,90
1989,32.5950219,129.3001897,0.22,-301.276,49.247,1,4929,34,90
1990,32.5950252,129.3001854,0.22,-300.287,48.131,1,4929,34,90
1991,32.5950285,129.3001817,0.22,-299.269,47.16,1,4929,34,90
1992,32.595032,129.3001785,0.22,-298.193,46.334,1,4929,34,90
1993,32.5950364,129.3001767,0.22,-296.826,45.857,1,4929,34,90
1994,32.5950409,129.3001762,0.22,-295.43,45.729,1,4929,34,90
1995,32.5950448,129.3001763,0.22,-294.237,45.772,1,4929,34,90
1996,32.5950044,129.3001468,0.22,-306.695,38.118,1,4929,34,90
1997,32.5950062,129.3001524,0.22,-306.114,39.554,1,4929,34,90
1998,32.5950081,129.3001574,0.22,-305.533,40.845,1,4929,34,90
1999,32.59501,129.3001614,0.22,-304.952,41.903,1,4929,34,90
2000,32.5950123,129.3001649,0.22,-304.255,42.816,1,4929,34,90
2001,32.595015,129.3001681,0.22,-303.413,43.642,1,4929,34,90
2002,32.595019,129.3001715,0.22,-302.193,44.526,1,4929,34,90
2003,32.5950231,129.300174,0.22,-300.915,45.177,1,4929,34,90
2004,32.5950276,129.3001754,0.22,-299.55,45.538,1,4929,34,90
2005,32.5950321,129.3001761,0.22,-298.156,45.723,1,4929,34,90
2006,32.5950374,129.3001765,0.22,-296.501,45.823,1,4929,34,90
2007,32.5950448,129.3001763,0.22,-294.237,45.772,1,4929,34,90
2008,32.595048,129.3001763,0.22,-293.237,45.772,1,4929,34,90
2009,32.5950513,129.3001763,0.22,-292.237,45.772,1,4929,34,90
2010,32.5950545,129.3001763,0.22,-291.237,45.772,1,4929,34,90
2011,32.5950578,129.3001763,0.22,-290.237,45.772,1,4929,34,90
2012,32.595061,129.3001763,0.22,-289.237,45.772,1,4929,34,90
2013,32.5950643,129.3001763,0.22,-288.237,45.772,1,4929,34,90
2014,32.5950675,129.3001763,0.22,-287.237,45.772,1,4929,34,90
2015,32.5950708,129.3001763,0.22,-286.237,45.772,1,4929,34,90
2016,32.595074,129.3001763,0.22,-285.237,45.772,1,4929,34,90
2017,32.5950773,129.3001763,0.22,-284.237,45.772,1,4929,34,90
2018,32.5950805,129.3001763,0.22,-283.237,45.772,1,4929,34,90
2019,32.5950838,129.3001763,0.22,-282.237,45.772,1,4929,34,90
2020,32.595087,129.3001763,0.22,-281.237,45.772,1,4929,34,90
2021,32.5950902,129.3001763,0.22,-280.237,45.772,1,4929,34,90
2022,32.5950935,129.3001763,0.22,-279.237,45.772,1,4929,34,90
2023,32.5950967,129.3001763,0.22,-278.237,45.772,1,4929,34,90
2024,32.5951,129.3001763,0.22,-277.237,45.772,1,4929,34,90
2025,32.5951032,129.3001763,0.22,-276.237,45.772,1,4929,34,90
2026,32.5951065,129.3001763,0.22,-275.237,45.772,1,4929,34,90
2027,32.5951097,129.3001763,0.22,-274.237,45.772,1,4929,34,90
2028,32.595113,129.3001763,0.22,-273.237,45.772,1,4929,34,90
2029,32.5951162,129.3001763,0.22,-272.237,45.772,1,4929,34,90
2030,32.5951195,129.3001763,0.22,-271.237,45.772,1,4929,34,90
2031,32.5951227,129.3001763,0.22,-270.237,45.772,1,4929,34,90
2032,32.595126,129.3001763,0.22,-269.237,45.772,1,4929,34,90
2033,32.5951292,129.3001763,0.22,-268.237,45.772,1,4929,34,90
2034,32.5951325,129.3001763,0.22,-267.237,45.772,1,4929,34,90
2035,32.5951357,129.3001763,0.22,-266.237,45.772,1,4929,34,90
2036,32.5951389,129.3001763,0.22,-265.237,45.772,1,4929,34,90
2037,32.5951422,129.3001763,0.22,-264.237,45.772,1,4929,34,90
2038,32.5951454,129.3001763,0.22,-263.237,45.772,1,4929,34,90
2039,32.5951487,129.3001763,0.22,-262.237,45.772,1,4929,34,90
2040,32.5951519,129.3001763,0.22,-261.237,45.772,1,4929,34,90
2041,32.5951552,129.3001763,0.22,-260.237,45.772,1,4929,34,90
2042,32.5951584,129.3001763,0.22,-259.237,45.772,1,4929,34,90
2043,32.5951617,129.3001763,0.22,-258.237,45.772,1,4929,34,90
2044,32.5951649,129.3001763,0.22,-257.237,45.772,1,4929,34,90
2045,32.5951682,129.3001763,0.22,-256.237,45.772,1,4929,34,90
2046,32.5951714,129.3001763,0.22,-255.237,45.772,1,4929,34,90
2047,32.5951747,129.3001763,0.22,-254.237,45.772,1,4929,34,90
2048,32.5951779,129.3001763,0.22,-253.237,45.772,1,4929,34,90
2049,32.5951811,129.3001763,0.22,-252.237,45.772,1,4929,34,90
2050,32.5951844,129.3001763,0.22,-251.237,45.772,1,4929,34,90
2051,32.5951876,129.3001763,0.22,-250.237,45.772,1,4929,34,90
2052,32.5951909,129.3001763,0.22,-249.237,45.772,1,4929,34,90
2053,32.5951941,129.3001763,0.22,-248.237,45.772,1,4929,34,90
2054,32.5951974,129.3001763,0.22,-247.237,45.772,1,4929,34,90
2055,32.5952006,129.3001763,0.22,-246.237,45.772,1,4929,34,90
2056,32.5952039,129.3001763,0.22,-245.237,45.772,1,4929,34,90
2057,32.5952071,129.3001763,0.22,-244.237,45.772,1,4929,34,90
2058,32.5952104,129.3001763,0.22,-243.237,45.772,1,4929,34,90
2059,32.5952136,129.3001763,0.22,-242.237,45.772,1,4929,34,90
2060,32.5952169,129.3001763,0.22,-241.237,45.772,1,4929,34,90
2061,32.5952201,129.3001763,0.22,-240.237,45.772,1,4929,34,90
2062,32.5952233,129.3001763,0.22,-239.237,45.772,1,4929,34,90
2063,32.5952266,129.3001763,0.22,-238.237,45.772,1,4929,34,90
2064,32.5952298,129.3001763,0.22,-237.237,45.772,1,4929,34,90
2065,32.5952331,129.3001763,0.22,-236.237,45.772,1,4929,34,90
2066,32.5952363,129.3001763,0.22,-235.237,45.772,1,4929,34,90
2067,32.5952396,129.3001763,0.22,-234.237,45.772,1,4929,34,90
2068,32.5952428,129.3001763,0.22,-233.237,45.772,1,4929,34,90
2069,32.5952461,129.3001763,0.22,-232.237,45.772,1,4929,34,90
2070,32.5952493,129.3001763,0.22,-231.237,45.772,1,4929,34,90
2071,32.5952526,129.3001763,0.22,-230.237,45.772,1,4929,34,90
2072,32.5952558,129.3001763,0.22,-229.237,45.772,1,4929,34,90
2073,32.5952591,129.3001763,0.22,-228.237,45.772,1,4929,34,90
2074,32.5952623,129.3001763,0.22,-227.237,45.772,1,4929,34,90
2075,32.5952656,129.3001763,0.22,-226.237,45.772,1,4929,34,90
2076,32.5952688,129.3001763,0.22,-225.237,45.772,1,4929,34,90
2077,32.595272,129.3001763,0.22,-224.237,45.772,1,4929,34,90
2078,32.5952753,129.3001763,0.22,-223.237,45.772,1,4929,34,90
2079,32.5952785,129.3001763,0.22,-222.237,45.772,1,4929,34,90
2080,32.5952818,129.3001763,0.22,-221.237,45.772,1,4929,34,90
2081,32.595285,129.3001763,0.22,-220.237,45.772,1,4929,34,90
2082,32.5952883,129.3001763,0.22,-219.237,45.772,1,4929,34,90
2083,32.5952915,129.3001763,0.22,-218.237,45.772,1,4929,34,90
2084,32.5952948,129.3001763,0.22,-217.237,45.772,1,4929,34,90
2085,32.595298,129.3001763,0.22,-216.237,45.772,1,4929,34,90
2086,32.5953013,129.3001763,0.22,-215.237,45.772,1,4929,34,90
2087,32.5953045,129.3001763,0.22,-214.237,45.772,1,4929,34,90
2088,32.5953078,129.3001763,0.22,-213.237,45.772,1,4929,34,90
2089,32.595311,129.3001763,0.22,-212.237,45.772,1,4929,34,90
2090,32.5953142,129.3001763,0.22,-211.237,45.772,1,4929,34,90
2091,32.5953175,129.3001763,0.22,-210.237,45.772,1,4929,34,90
2092,32.5953207,129.3001763,0.22,-209.237,45.772,1,4929,34,90
2093,32.595324,129.3001763,0.22,-208.237,45.772,1,4929,34,90
2094,32.5953272,129.3001763,0.22,-207.237,45.772,1,4929,34,90
2095,32.5953305,129.3001763,0.22,-206.237,45.772,1,4929,34,90
2096,32.5953337,129.3001763,0.22,-205.237,45.772,1,4929,34,90
2097,32.595337,129.3001763,0.22,-204.237,45.772,1,4929,34,90
2098,32.5953402,129.3001763,0.22,-203.237,45.772,1,4929,34,90
2099,32.5953435,129.3001763,0.22,-202.237,45.772,1,4929,34,90
2100,32.5953467,129.3001763,0.22,-201.237,45.772,1,4929,34,90
2101,32.59535,129.3001763,0.22,-200.237,45.772,1,4929,34,90
2102,32.5953507,129.3001763,0.22,-200.016,45.772,1,4929,34,90
2103,32.595355,129.3001763,0.22,-198.695,45.772,1,4929,34,90
2104,32.5953593,129.3001768,0.22,-197.346,45.885,1,4929,34,90
2105,32.5953637,129.3001779,0.22,-195.997,46.167,1,4929,34,90
2106,32.595368,129.3001804,0.22,-194.676,46.816,1,4929,34,90
2107,32.5953718,129.3001832,0.22,-193.496,47.55,1,4929,34,90
2108,32.5953742,129.300186,0.22,-192.767,48.284,1,4929,34,90
2109,32.5953767,129.3001909,0.22,-192.01,49.554,1,4929,34,90
2110,32.5953778,129.3001953,0.22,-191.648,50.684,1,4929,34,90
2111,32.5953783,129.3002013,0.22,-191.512,52.264,1,4929,34,90
2112,32.5953779,129.3002097,0.22,-191.619,54.436,1,4929,34,90
2113,32.5953779,129.3002136,0.22,-191.619,55.436,1,4929,34,90
2114,32.5953779,129.3002174,0.22,-191.619,56.436,1,4929,34,90
2115,32.5953779,129.3002213,0.22,-191.619,57.436,1,4929,34,90
2116,32.5953779,129.3002251,0.22,-191.619,58.436,1,4929,34,90
2117,32.5953779,129.300229,0.22,-191.619,59.436,1,4929,34,90
2118,32.5953779,129.3002328,0.22,-191.619,60.436,1,4929,34,90
2119,32.5953779,129.3002367,0.22,-191.619,61.436,1,4929,34,90
2120,32.5953779,129.3002405,0.22,-191.619,62.436,1,4929,34,90
2121,32.5953779,129.3002444,0.22,-191.619,63.436,1,4929,34,90
2122,32.5953779,129.3002482,0.22,-191.619,64.436,1,4929,34,90
2123,32.5953779,129.3002521,0.22,-191.619,65.436,1,4929,34,90
2124,32.5953779,129.3002559,0.22,-191.619,66.436,1,4929,34,90
2125,32.5953779,129.3002598,0.22,-191.619,67.436,1,4929,34,90
2126,32.5953779,129.3002637,0.22,-191.619,68.436,1,4929,34,90
2127,32.5953779,129.3002675,0.22,-191.619,69.436,1,4929,34,90
2128,32.5953779,129.3002714,0.22,-191.619,70.436,1,4929,34,90
2129,32.5953779,129.3002752,0.22,-191.619,71.436,1,4929,34,90
2130,32.5953779,129.3002791,0.22,-191.619,72.436,1,4929,34,90
2131,32.5953779,129.3002829,0.22,-191.619,73.436,1,4929,34,90
2132,32.5953779,129.3002868,0.22,-191.619,74.436,1,4929,34,90
2133,32.5953779,129.3002906,0.22,-191.619,75.436,1,4929,34,90
2134,32.5953779,129.3002945,0.22,-191.619,76.436,1,4929,34,90
2135,32.5953779,129.3002983,0.22,-191.619,77.436,1,4929,34,90
2136,32.5953779,129.3003022,0.22,-191.619,78.436,1,4929,34,90
2137,32.5953779,129.300306,0.22,-191.619,79.436,1,4929,34,90
2138,32.5953779,129.3003099,0.22,-191.619,80.436,1,4929,34,90
2139,32.5953779,129.3003137,0.22,-191.619,81.436,1,4929,34,90
2140,32.5953779,129.3003176,0.22,-191.619,82.436,1,4929,34,90
2141,32.5953779,129.3003214,0.22,-191.619,83.436,1,4929,34,90
2142,32.5953779,129.3003253,0.22,-191.619,84.436,1,4929,34,90
2143,32.5953779,129.3003291,0.22,-191.619,85.436,1,4929,34,90
2144,32.5953779,129.300333,0.22,-191.619,86.436,1,4929,34,90
2145,32.5953779,129.3003368,0.22,-191.619,87.436,1,4929,34,90
2146,32.5953779,129.3003407,0.22,-191.619,88.436,1,4929,34,90
2147,32.5953779,129.3003446,0.22,-191.619,89.436,1,4929,34,90
2148,32.5953779,129.3003484,0.22,-191.619,90.436,1,4929,34,90
2149,32.5953779,129.3003523,0.22,-191.619,91.436,1,4929,34,90
2150,32.5953779,129.3003561,0.22,-191.619,92.436,1,4929,34,90
2151,32.5953779,129.30036,0.22,-191.619,93.436,1,4929,34,90
2152,32.5953779,129.3003638,0.22,-191.619,94.436,1,4929,34,90
2153,32.5953779,129.3003677,0.22,-191.619,95.436,1,4929,34,90
2154,32.5953779,129.3003715,0.22,-191.619,96.436,1,4929,34,90
2155,32.5953779,129.3003754,0.22,-191.619,97.436,1,4929,34,90
2156,32.5953779,129.3003792,0.22,-191.619,98.436,1,4929,34,90
2157,32.5953779,129.3003831,0.22,-191.619,99.436,1,4929,34,90
2158,32.5953779,129.3003869,0.22,-191.619,100.436,1,4929,34,90
2159,32.5953779,129.3003908,0.22,-191.619,101.436,1,4929,34,90
2160,32.5953779,129.3003946,0.22,-191.619,102.436,1,4929,34,90
2161,32.5953779,129.3003985,0.22,-191.619,103.436,1,4929,34,90
2162,32.5953779,129.3004023,0.22,-191.619,104.436,1,4929,34,90
2163,32.5953779,129.3004062,0.22,-191.619,105.436,1,4929,34,90
2164,32.5953779,129.30041,0.22,-191.619,106.436,1,4929,34,90
2165,32.5953779,129.3004139,0.22,-191.619,107.436,1,4929,34,90
2166,32.5953779,129.3004178,0.22,-191.619,108.436,1,4929,34,90
2167,32.5953779,129.3004216,0.22,-191.619,109.436,1,4929,34,90
2168,32.5953779,129.3004255,0.22,-191.619,110.436,1,4929,34,90
2169,32.5953779,129.3004293,0.22,-191.619,111.436,1,4929,34,90
2170,32.5953779,129.3004332,0.22,-191.619,112.436,1,4929,34,90
2171,32.5953779,129.300437,0.22,-191.619,113.436,1,4929,34,90
2172,32.5953779,129.3004409,0.22,-191.619,114.436,1,4929,34,90
2173,32.5953779,129.3004447,0.22,-191.619,115.436,1,4929,34,90
2174,32.5953779,129.3004486,0.22,-191.619,116.436,1,4929,34,90
2175,32.5953779,129.3004524,0.22,-191.619,117.436,1,4929,34,90
2176,32.5953779,129.3004563,0.22,-191.619,118.436,1,4929,34,90
2177,32.5953779,129.3004601,0.22,-191.619,119.436,1,4929,34,90
2178,32.5953779,129.300464,0.22,-191.619,120.436,1,4929,34,90
2179,32.5953779,129.3004678,0.22,-191.619,121.436,1,4929,34,90
2180,32.5953779,129.3004717,0.22,-191.619,122.436,1,4929,34,90
2181,32.5953779,129.3004755,0.22,-191.619,123.436,1,4929,34,90
2182,32.5953779,129.3004794,0.22,-191.619,124.436,1,4929,34,90
2183,32.5953779,129.3004832,0.22,-191.619,125.436,1,4929,34,90
2184,32.5953779,129.3004871,0.22,-191.619,126.436,1,4929,34,90
2185,32.5953779,129.3004909,0.22,-191.619,127.436,1,4929,34,90
2186,32.5953779,129.3004948,0.22,-191.619,128.436,1,4929,34,90
2187,32.5953779,129.3004987,0.22,-191.619,129.436,1,4929,34,90
2188,32.5953779,129.3005025,0.22,-191.619,130.436,1,4929,34,90
2189,32.5953779,129.3005064,0.22,-191.619,131.436,1,4929,34,90
2190,32.5953779,129.3005102,0.22,-191.619,132.436,1,4929,34,90
2191,32.5953779,129.3005141,0.22,-191.619,133.436,1,4929,34,90
2192,32.5953779,129.3005179,0.22,-191.619,134.436,1,4929,34,90
2193,32.5953779,129.3005218,0.22,-191.619,135.436,1,4929,34,90
2194,32.5953779,129.3005256,0.22,-191.619,136.436,1,4929,34,90
2195,32.5953779,129.3005295,0.22,-191.619,137.436,1,4929,34,90
2196,32.5953779,129.3005333,0.22,-191.619,138.436,1,4929,34,90
2197,32.5953779,129.3005372,0.22,-191.619,139.436,1,4929,34,90
2198,32.5953779,129.300541,0.22,-191.619,140.436,1,4929,34,90
2199,32.5953779,129.3005449,0.22,-191.619,141.436,1,4929,34,90
2200,32.5953779,129.3005487,0.22,-191.619,142.436,1,4929,34,90
2201,32.5953779,129.3005526,0.22,-191.619,143.436,1,4929,34,90
2202,32.5953779,129.3005564,0.22,-191.619,144.436,1,4929,34,90
2203,32.5953779,129.3005603,0.22,-191.619,145.436,1,4929,34,90
2204,32.5953779,129.3005641,0.22,-191.619,146.436,1,4929,34,90
2205,32.5953779,129.300568,0.22,-191.619,147.436,1,4929,34,90
2206,32.5953779,129.3005719,0.22,-191.619,148.436,1,4929,34,90
2207,32.5953779,129.3005757,0.22,-191.619,149.436,1,4929,34,90
2208,32.5953779,129.3005796,0.22,-191.619,150.436,1,4929,34,90
2209,32.5953779,129.3005834,0.22,-191.619,151.436,1,4929,34,90
2210,32.5953779,129.3005873,0.22,-191.619,152.436,1,4929,34,90
2211,32.5953779,129.3005911,0.22,-191.619,153.436,1,4929,34,90
2212,32.5953779,129.300595,0.22,-191.619,154.436,1,4929,34,90
2213,32.5953779,129.3005988,0.22,-191.619,155.436,1,4929,34,90
2214,32.5953779,129.3006027,0.22,-191.619,156.436,1,4929,34,90
2215,32.5953779,129.3006065,0.22,-191.619,157.436,1,4929,34,90
2216,32.5953779,129.3006104,0.22,-191.619,158.436,1,4929,34,90
2217,32.5953779,129.3006142,0.22,-191.619,159.436,1,4929,34,90
2218,32.5953779,129.3006181,0.22,-191.619,160.436,1,4929,34,90
2219,32.5953779,129.3006219,0.22,-191.619,161.436,1,4929,34,90
2220,32.5953779,129.3006258,0.22,-191.619,162.436,1,4929,34,90
2221,32.5953779,129.3006296,0.22,-191.619,163.436,1,4929,34,90
2222,32.5953779,129.3006335,0.22,-191.619,164.436,1,4929,34,90
2223,32.5953779,129.3006373,0.22,-191.619,165.436,1,4929,34,90
2224,32.5953779,129.3006412,0.22,-191.619,166.436,1,4929,34,90
2225,32.5953779,129.300645,0.22,-191.619,167.436,1,4929,34,90
2226,32.5953779,129.3006489,0.22,-191.619,168.436,1,4929,34,90
2227,32.5953779,129.3006528,0.22,-191.619,169.436,1,4929,34,90
2228,32.5953779,129.3006566,0.22,-191.619,170.436,1,4929,34,90
2229,32.5953779,129.3006605,0.22,-191.619,171.436,1,4929,34,90
2230,32.5953779,129.3006643,0.22,-191.619,172.436,1,4929,34,90
2231,32.5953779,129.3006682,0.22,-191.619,173.436,1,4929,34,90
2232,32.5953779,129.300672,0.22,-191.619,174.436,1,4929,34,90
2233,32.5953779,129.3006759,0.22,-191.619,175.436,1,4929,34,90
2234,32.5953779,129.3006797,0.22,-191.619,176.436,1,4929,34,90
2235,32.5953779,129.3006836,0.22,-191.619,177.436,1,4929,34,90
2236,32.5953779,129.3006874,0.22,-191.619,178.436,1,4929,34,90
2237,32.5953779,129.3006913,0.22,-191.619,179.436,1,4929,34,90
2238,32.5953779,129.3006951,0.22,-191.619,180.436,1,4929,34,90
2239,32.5953779,129.3006957,0.22,-191.619,180.571,1,4929,34,90
2240,32.5953777,129.3007,0.22,-191.676,181.693,1,4929,34,90
2241,32.5953774,129.3007053,0.22,-191.79,183.068,1,4929,34,90
2242,32.5953765,129.3007111,0.22,-192.045,184.584,1,4929,34,90
2243,32.5953754,129.3007163,0.22,-192.413,185.931,1,4929,34,90
2244,32.5953729,129.30072,0.22,-193.176,186.883,1,4929,34,90
2245,32.5953705,129.3007229,0.22,-193.911,187.638,1,4929,34,90
2246,32.5953679,129.3007251,0.22,-194.702,188.224,1,4929,34,90
2247,32.5953646,129.3007262,0.22,-195.719,188.5,1,4929,34,90
2248,32.5953613,129.3007273,0.22,-196.736,188.776,1,4929,34,90
2249,32.595358,129.3007282,0.22,-197.753,189.024,1,4929,34,90
2250,32.5953546,129.3007291,0.22,-198.798,189.244,1,4929,34,90
2251,32.5953507,129.3007297,0.22,-200.019,189.414,1,4929,34,90
2252,32.5953467,129.3007304,0.22,-201.24,189.584,1,4929,34,90
2253,32.5953411,129.300731,0.22,-202.975,189.754,1,4929,34,90
2254,32.595378,129.3007022,0.22,-191.596,182.265,1,4929,34,90
2255,32.5953784,129.3007075,0.22,-191.48,183.656,1,4929,34,90
2256,32.5953789,129.3007117,0.22,-191.317,184.744,1,4929,34,90
2257,32.5953797,129.3007164,0.22,-191.061,185.948,1,4929,34,90
2258,32.5953814,129.3007213,0.22,-190.549,187.222,1,4929,34,90
2259,32.5953836,129.3007258,0.22,-189.874,188.403,1,4929,34,90
2260,32.5953872,129.3007308,0.22,-188.757,189.7,1,4929,34,90
2261,32.5953912,129.3007353,0.22,-187.524,190.857,1,4929,34,90
2262,32.5953952,129.3007387,0.22,-186.291,191.758,1,4929,34,90
2263,32.5953996,129.3007424,0.22,-184.942,192.706,1,4929,34,90
2264,32.5954031,129.3007441,0.22,-183.872,193.142,1,4929,34,90
2265,32.5954064,129.3007451,0.22,-182.849,193.415,1,4929,34,90
2266,32.5954103,129.300746,0.22,-181.64,193.641,1,4929,34,90
2267,32.5954143,129.3007462,0.22,-180.408,193.681,1,4929,34,90
2268,32.59542,129.3007465,0.22,-178.664,193.775,1,4929,34,90
2269,32.5954116,129.3007305,0.22,-181.26,189.622,1,4929,34,90
2270,32.5954087,129.3007297,0.22,-182.15,189.402,1,4929,34,90
2271,32.5954064,129.3007288,0.22,-182.864,189.182,1,4929,34,90
2272,32.595404,129.300728,0.22,-183.578,188.962,1,4929,34,90
2273,32.5954017,129.3007264,0.22,-184.292,188.544,1,4929,34,90
2274,32.5953994,129.3007241,0.22,-185.006,187.95,1,4929,34,90
2275,32.595397,129.3007209,0.22,-185.742,187.115,1,4929,34,90
2276,32.5953947,129.3007166,0.22,-186.456,186.017,1,4929,34,90
2277,32.5953927,129.3007117,0.22,-187.082,184.743,1,4929,34,90
2278,32.5953911,129.3007064,0.22,-187.554,183.359,1,4929,34,90
2279,32.5953908,129.3007007,0.22,-187.653,181.887,1,4929,34,90
2280,32.5953907,129.3006949,0.22,-187.672,180.371,1,4929,34,90
2281,32.5953907,129.300691,0.22,-187.672,179.371,1,4929,34,90
2282,32.5953654,129.3007457,0.22,-195.466,193.556,1,4929,34,90
2283,32.5953698,129.3007442,0.22,-194.136,193.183,1,4929,34,90
2284,32.595374,129.3007427,0.22,-192.828,192.788,1,4929,34,90
2285,32.5953774,129.3007405,0.22,-191.783,192.217,1,4929,34,90
2286,32.5953805,129.3007379,0.22,-190.826,191.536,1,4929,34,90
2287,32.5953834,129.3007344,0.22,-189.935,190.636,1,4929,34,90
2288,32.5953859,129.3007299,0.22,-189.154,189.473,1,4929,34,90
2289,32.5953879,129.3007235,0.22,-188.549,187.805,1,4929,34,90
2290,32.5953896,129.3007173,0.22,-188.01,186.203,1,4929,34,90
2291,32.5953905,129.3007119,0.22,-187.734,184.777,1,4929,34,90
2292,32.5953909,129.3007059,0.22,-187.634,183.241,1,4929,34,90
2293,32.5953907,129.3007007,0.22,-187.672,181.887,1,4929,34,90
2294,32.5953907,129.3006872,0.22,-187.672,178.371,1,4929,34,90
2295,32.5953907,129.3006833,0.22,-187.672,177.371,1,4929,34,90
2296,32.5953907,129.3006795,0.22,-187.672,176.371,1,4929,34,90
2297,32.5953907,129.3006756,0.22,-187.672,175.371,1,4929,34,90
2298,32.5953907,129.3006718,0.22,-187.672,174.371,1,4929,34,90
2299,32.5953907,129.3006679,0.22,-187.672,173.371,1,4929,34,90
2300,32.5953907,129.3006641,0.22,-187.672,172.371,1,4929,34,90
2301,32.5953907,129.3006602,0.22,-187.672,171.371,1,4929,34,90
2302,32.5953907,129.3006564,0.22,-187.672,170.371,1,4929,34,90
2303,32.5953907,129.3006525,0.22,-187.672,169.371,1,4929,34,90
2304,32.5953907,129.3006487,0.22,-187.672,168.371,1,4929,34,90
2305,32.5953907,129.3006448,0.22,-187.672,167.371,1,4929,34,90
2306,32.5953907,129.3006409,0.22,-187.672,166.371,1,4929,34,90
2307,32.5953907,129.3006371,0.22,-187.672,165.371,1,4929,34,90
2308,32.5953907,129.3006332,0.22,-187.672,164.371,1,4929,34,90
2309,32.5953907,129.3006294,0.22,-187.672,163.371,1,4929,34,90
2310,32.5953907,129.3006255,0.22,-187.672,162.371,1,4929,34,90
2311,32.5953907,129.3006217,0.22,-187.672,161.371,1,4929,34,90
2312,32.5953907,129.3006178,0.22,-187.672,160.371,1,4929,34,90
2313,32.5953907,129.300614,0.22,-187.672,159.371,1,4929,34,90
2314,32.5953907,129.3006101,0.22,-187.672,158.371,1,4929,34,90
2315,32.5953907,129.3006063,0.22,-187.672,157.371,1,4929,34,90
2316,32.5953907,129.3006024,0.22,-187.672,156.371,1,4929,34,90
2317,32.5953907,129.3005986,0.22,-187.672,155.371,1,4929,34,90
2318,32.5953907,129.3005947,0.22,-187.672,154.371,1,4929,34,90
2319,32.5953907,129.3005909,0.22,-187.672,153.371,1,4929,34,90
2320,32.5953907,129.300587,0.22,-187.672,152.371,1,4929,34,90
